time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2016-01-06T18:44:46.630Z,39.918,15.5591,275.22,4.4,mb,,48,1.184,0.67,us,us10004bw6,2016-01-06T21:30:51.779Z,"16km WSW of Maratea, Italy",earthquake
2016-01-06T18:42:58.170Z,37.2927,-114.9588,0,1.1,ml,6,124.45,0.136,0.0983,nn,nn00525641,2016-01-06T21:12:08.423Z,"19km ESE of Alamo, Nevada",earthquake
2016-01-06T18:40:32.000Z,18.8624,-67.3616,7,2.7,Md,9,223.2,0.45814079,0.2,pr,pr16006037,2016-01-06T20:12:25.090Z,"49km NW of San Antonio, Puerto Rico",earthquake
2016-01-06T18:39:24.680Z,36.8973351,-121.4749985,4.04,1.14,md,8,90,0.03865,0.09,nc,nc72574350,2016-01-06T22:46:08.863Z,"8km NW of Hollister, California",earthquake
2016-01-06T18:38:32.110Z,32.6596667,-115.9355,8.53,1.49,ml,16,80,0.01647,0.2,ci,ci37510688,2016-01-06T19:08:34.485Z,"10km SSE of Ocotillo, California",earthquake
2016-01-06T18:38:10.440Z,35.5696678,-120.8296661,4.97,1.99,md,35,64,0.07226,0.07,nc,nc72574345,2016-01-06T22:20:04.766Z,"11km WNW of Templeton, California",earthquake
2016-01-06T18:34:00.000Z,60.388,-147.347,24.5,1.8,ml,,,,0.95,ak,ak12440737,2016-01-06T18:43:10.402Z,"84km ESE of Whittier, Alaska",earthquake
2016-01-06T18:14:49.160Z,41.8754,-119.6143,5.8,1.1,ml,5,221.2,0.155,0.1031,nn,nn00525625,2016-01-06T19:39:42.707Z,"69km ESE of Lakeview, Oregon",earthquake
2016-01-06T18:13:17.000Z,60.2681,-141.6354,1.1,1.7,ml,,,,0.6,ak,ak12440729,2016-01-06T18:30:31.297Z,"49km ENE of Cape Yakataga, Alaska",earthquake
2016-01-06T17:42:41.820Z,33.4683333,-116.4836667,13.11,1.02,ml,25,101,0.07323,0.12,ci,ci37510664,2016-01-06T18:28:12.560Z,"20km ESE of Anza, California",earthquake
2016-01-06T17:30:45.800Z,41.8839,-119.6081,5.7,1.5,ml,5,219.99,0.155,0.1542,nn,nn00525639,2016-01-06T20:56:45.243Z,"69km ESE of Lakeview, Oregon",earthquake
2016-01-06T17:09:20.000Z,63.054,-150.629,100,1.9,ml,,,,0.52,ak,ak12440619,2016-01-06T17:21:20.557Z,"85km NNW of Talkeetna, Alaska",earthquake
2016-01-06T17:08:03.710Z,38.2392,-119.1199,8.4,1.5,ml,10,135.34,0.193,0.1513,nn,nn00525594,2016-01-06T18:18:23.455Z,"9km E of Bridgeport, California",earthquake
2016-01-06T17:03:18.710Z,33.958,-116.8921667,16.59,1.01,ml,29,83,0.09924,0.12,ci,ci37510648,2016-01-06T18:16:54.453Z,"4km NNW of Banning, California",earthquake
2016-01-06T16:55:06.250Z,33.1558333,-116.5065,9.88,1.36,ml,40,51,0.1068,0.2,ci,ci37510640,2016-01-06T18:57:17.640Z,"12km NE of Julian, California",earthquake
2016-01-06T16:46:51.650Z,47.0198333,-121.2371667,8.1,1.14,ml,11,88,0.2777,0.15,uw,uw61117086,2016-01-06T19:40:09.820Z,"29km SW of Cle Elum, Washington",earthquake
2016-01-06T16:38:58.854Z,41.8868,-119.6022,5.2,1,ml,5,219.68,0.157,0.0878,nn,nn00525638,2016-01-06T20:47:27.220Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-06T16:20:42.100Z,19.1595,-64.6632,39,3.2,Md,6,302.4,0.74021179,0.18,pr,pr16006032,2016-01-06T16:43:54.220Z,"82km N of Road Town, British Virgin Islands",earthquake
2016-01-06T16:09:45.112Z,38.3511,-118.1346,5.5,1.1,ml,12,90.55,0.083,0.0918,nn,nn00525579,2016-01-06T16:45:58.792Z,"46km ESE of Hawthorne, Nevada",earthquake
2016-01-06T16:07:19.800Z,19.0918,-64.6072,50,2.5,Md,5,306,0.6701432,0.07,pr,pr16006036,2016-01-06T19:48:45.504Z,"74km N of Road Town, British Virgin Islands",earthquake
2016-01-06T15:54:17.200Z,19.1681,-64.5899,40,2.6,Md,6,291.6,0.7465,0.23,pr,pr16006035,2016-01-06T19:31:46.952Z,"83km N of Road Town, British Virgin Islands",earthquake
2016-01-06T15:52:42.000Z,18.0956,-66.6071,20,1.1,Md,3,154.8,0.03323767,0.02,pr,pr16006034,2016-01-06T19:17:36.233Z,"7km NW of Coto Laurel, Puerto Rico",earthquake
2016-01-06T15:44:10.100Z,19.1686667,-155.461,33.311,1.74,md,43,116,0.01323,0.08,hv,hv61144161,2016-01-06T18:42:54.470Z,"4km SSE of Pahala, Hawaii",earthquake
2016-01-06T15:36:33.000Z,60.8547,-152.2673,100,2.1,ml,,,,0.87,ak,ak12440410,2016-01-06T15:47:48.999Z,"48km NNE of Redoubt Volcano, Alaska",earthquake
2016-01-06T15:29:39.500Z,19.1555,-64.665,40,2.9,Md,5,302.4,0.73661853,0.2,pr,pr16006033,2016-01-06T19:11:40.231Z,"81km N of Road Town, British Virgin Islands",earthquake
2016-01-06T15:26:12.300Z,36.4803,-98.69,4.8,3.7,mb_lg,,108,0.228,0.28,us,us10004bve,2016-01-07T14:11:08.269Z,"30km NW of Fairview, Oklahoma",earthquake
2016-01-06T15:21:04.200Z,18.9598,-64.625,34,2.7,Md,3,342,0.67912635,0.27,pr,pr16006044,2016-01-07T14:54:42.313Z,"60km N of Road Town, British Virgin Islands",earthquake
2016-01-06T14:42:34.880Z,33.9583333,-116.8876667,16.69,4.39,mw,131,12,0.05461,0.18,ci,ci37510616,2016-01-07T14:49:34.367Z,"4km NNW of Banning, California",earthquake
2016-01-06T14:19:52.200Z,19.0757,-64.613,43,3,Md,4,331.2,0.78961913,0.21,pr,pr16006030,2016-01-06T16:41:52.660Z,"72km N of Road Town, British Virgin Islands",earthquake
2016-01-06T14:16:49.230Z,38.8238335,-122.8616638,1.44,1.55,md,17,81,0.005267,0.03,nc,nc72574270,2016-01-06T17:20:11.397Z,"10km WNW of The Geysers, California",earthquake
2016-01-06T14:13:02.540Z,38.8051682,-122.8178329,21.28,1.51,md,15,166,0.01782,0.26,nc,nc72574265,2016-01-06T16:52:06.325Z,"6km WNW of The Geysers, California",earthquake
2016-01-06T13:52:53.400Z,19.0401,-64.6604,48,2.8,Md,3,324,0.73931348,0.25,pr,pr16006031,2016-01-06T16:43:32.946Z,"69km N of Road Town, British Virgin Islands",earthquake
2016-01-06T13:41:00.000Z,61.5334,-140.7529,1.3,2.4,ml,,,,0.58,ak,ak12440298,2016-01-06T14:01:55.291Z,"187km NNE of Cape Yakataga, Alaska",earthquake
2016-01-06T13:38:00.000Z,60.1559,-152.787,100,3,ml,,,,0.89,ak,ak12440284,2016-01-06T15:17:29.709Z,"36km S of Redoubt Volcano, Alaska",earthquake
2016-01-06T13:35:07.200Z,18.9703,-64.6082,58,2.9,Md,3,313.2,0.54976895,0.3,pr,pr16006026,2016-01-06T13:52:10.808Z,"61km N of Road Town, British Virgin Islands",earthquake
2016-01-06T13:31:08.140Z,33.8956667,-116.8041667,17.83,1.55,ml,52,31,0.02458,0.18,ci,ci37510600,2016-01-06T13:49:35.040Z,"3km SSW of Cabazon, California",earthquake
2016-01-06T13:18:55.650Z,15.3782,-95.2023,10,5.3,mb,,144,3.084,1.19,us,us10004btc,2016-01-06T13:38:06.830Z,"87km S of Salina Cruz, Mexico",earthquake
2016-01-06T13:11:44.000Z,63.8644,-148.5384,100,1.8,ml,,,,0.53,ak,ak12440181,2016-01-06T13:29:14.205Z,"21km E of Healy, Alaska",earthquake
2016-01-06T13:09:07.350Z,-7.2672,106.5248,83.95,4.6,mb,,106,3.307,1.12,us,us10004bui,2016-01-06T14:02:33.558Z,"1km WSW of Cimarelang, Indonesia",earthquake
2016-01-06T12:55:18.190Z,38.8413315,-122.8398361,1.53,1.08,md,11,100,0.01852,0.01,nc,nc72574225,2016-01-06T15:26:35.089Z,"10km WNW of Cobb, California",earthquake
2016-01-06T12:51:12.490Z,35.6814,-97.4206,5,2.8,mb_lg,,38,0.099,0.5,us,us10004bt8,2016-01-07T05:05:02.898Z,"6km ENE of Edmond, Oklahoma",earthquake
2016-01-06T12:45:35.930Z,36.9352,-104.8488,5,2.8,ml,,86,0.405,1.09,us,us10004bt7,2016-01-06T13:31:54.522Z,"36km W of Raton, New Mexico",earthquake
2016-01-06T12:41:08.550Z,-21.6113,-70.3101,33.91,4.6,mb,,137,0.41,0.73,us,us10004bt4,2016-01-06T13:45:06.218Z,"54km NNW of Tocopilla, Chile",earthquake
2016-01-06T12:39:32.925Z,37.2751,-114.9582,0,1.2,ml,6,102.2,0.151,0.1127,nn,nn00525560,2016-01-06T19:14:30.643Z,"20km ESE of Alamo, Nevada",earthquake
2016-01-06T12:38:00.000Z,61.5484,-140.7886,30.4,1.5,ml,,,,1.06,ak,ak12440179,2016-01-06T12:51:07.094Z,"187km NNE of Cape Yakataga, Alaska",earthquake
2016-01-06T12:32:15.360Z,38.7895012,-122.7336655,1.39,1,md,7,128,0.006696,0.02,nc,nc72574215,2016-01-06T14:42:03.974Z,"2km NE of The Geysers, California",earthquake
2016-01-06T12:28:56.800Z,46.7541667,-112.7486667,3.83,1.16,ml,14,83,0.288,0.05,mb,mb80118634,2016-01-06T16:02:52.270Z,"22km SSW of Lincoln, Montana",earthquake
2016-01-06T12:21:03.100Z,18.5067,-64.5224,95,3.1,Md,6,327.6,0.12666246,0.03,pr,pr16006029,2016-01-06T16:04:32.382Z,"14km NE of Road Town, British Virgin Islands",earthquake
2016-01-06T12:03:02.500Z,19.211,-64.6204,46,3.1,Md,5,327.6,0.9108917,0.2,pr,pr16006028,2016-01-06T16:03:39.388Z,"87km N of Road Town, British Virgin Islands",earthquake
2016-01-06T11:57:22.000Z,60.3722,-151.7674,48.4,1.5,ml,,,,0.19,ak,ak12440085,2016-01-06T12:04:03.919Z,"25km W of Cohoe, Alaska",earthquake
2016-01-06T11:50:54.240Z,33.5175,-116.4645,8.56,1.31,ml,35,91,0.03294,0.18,ci,ci37510584,2016-01-06T13:49:19.840Z,"20km ESE of Anza, California",earthquake
2016-01-06T11:47:45.300Z,19.1196,-64.6652,47,3,Md,5,324,0.8111787,0.17,pr,pr16006027,2016-01-06T16:03:01.472Z,"77km N of Road Town, British Virgin Islands",earthquake
2016-01-06T11:41:54.300Z,19.1578,-64.6735,13,3.2,Md,10,284.4,0.73931348,0.46,pr,pr16006025,2016-01-06T15:17:06.823Z,"82km N of Road Town, British Virgin Islands",earthquake
2016-01-06T11:33:53.420Z,-7.3974,119.9339,603.78,4.3,mb,,50,2.374,0.85,us,us10004bsb,2016-01-06T12:02:30.036Z,"106km NNW of Nggilat, Indonesia",earthquake
2016-01-06T11:31:21.870Z,33.3435,-116.314,10.41,1.04,ml,26,115,0.1145,0.18,ci,ci37510576,2016-01-06T16:09:09.374Z,"11km NNE of Borrego Springs, California",earthquake
2016-01-06T11:25:53.057Z,40.0924,-121.0127,12.6,1.2,ml,9,243.85,0.109,0.1301,nn,nn00525559,2016-01-06T15:44:14.473Z,"7km SW of Greenville, California",earthquake
2016-01-06T11:02:39.000Z,19.1336,-64.6745,39,3.3,Md,5,284.4,0.71416065,0.07,pr,pr16006024,2016-01-06T12:01:36.228Z,"79km N of Road Town, British Virgin Islands",earthquake
2016-01-06T10:51:32.980Z,35.6080017,-120.7443314,4.61,1.26,md,19,142,0.106,0.06,nc,nc72574195,2016-01-06T13:30:19.781Z,"5km WSW of Paso Robles, California",earthquake
2016-01-06T10:40:29.770Z,36.705,-98.0054,5,2.9,mb_lg,,72,0.093,0.35,us,us10004bqx,2016-01-07T07:18:47.062Z,"26km WSW of Medford, Oklahoma",earthquake
2016-01-06T10:36:47.000Z,59.9072,-141.4738,14.7,2,ml,,,,1.46,ak,ak12440083,2016-01-06T10:47:41.563Z,"56km ESE of Cape Yakataga, Alaska",earthquake
2016-01-06T10:00:17.000Z,60.0306,-153.1597,100,2.5,ml,,,,1.67,ak,ak12440081,2016-01-06T10:13:13.204Z,"55km SSW of Redoubt Volcano, Alaska",earthquake
2016-01-06T09:44:53.000Z,65.6211,-148.3533,17.5,1.2,ml,,,,0.43,ak,ak12440078,2016-01-06T09:57:46.147Z,"87km N of Ester, Alaska",earthquake
2016-01-06T09:18:50.000Z,63.144,-151.3236,0,1.4,ml,,,,1.15,ak,ak12439986,2016-01-06T09:33:59.346Z,"110km NNW of Talkeetna, Alaska",earthquake
2016-01-06T08:45:36.200Z,19.1159,-64.7321,11,3.1,Md,4,298.8,0.70427918,0.18,pr,pr16006023,2016-01-06T11:53:36.978Z,"78km N of Road Town, British Virgin Islands",earthquake
2016-01-06T08:45:12.330Z,35.6801,-97.4205,8.53,2.4,mb_lg,,38,0.098,0.48,us,us10004bqe,2016-01-07T05:04:04.053Z,"6km ENE of Edmond, Oklahoma",earthquake
2016-01-06T08:39:53.180Z,44.8183333,-107.9671667,8.89,2.59,ml,20,207,0.972,0.21,mb,mb80118624,2016-01-06T15:22:14.514Z,"33km E of Lovell, Wyoming",earthquake
2016-01-06T08:36:59.000Z,59.9763,-151.0859,100,2.5,ml,,,,1.04,ak,ak12439981,2016-01-06T08:48:05.944Z,"29km NNE of Fritz Creek, Alaska",earthquake
2016-01-06T08:34:18.000Z,60.1301,-141.3279,0.8,1.9,ml,,,,0.88,ak,ak12439979,2016-01-06T08:41:32.323Z,"61km E of Cape Yakataga, Alaska",earthquake
2016-01-06T08:29:52.000Z,60.1406,-141.4046,1.7,1.5,ml,,,,0.74,ak,ak12439977,2016-01-06T08:41:31.698Z,"57km E of Cape Yakataga, Alaska",earthquake
2016-01-06T08:23:47.930Z,38.8018341,-122.7701645,0.46,1.6,md,20,70,0.01406,0.03,nc,nc72574145,2016-01-06T11:11:04.398Z,"2km NNW of The Geysers, California",earthquake
2016-01-06T07:56:16.000Z,61.5461,-140.672,0,1.6,ml,,,,0.4,ak,ak12439974,2016-01-06T08:08:59.259Z,"190km NNE of Cape Yakataga, Alaska",earthquake
2016-01-06T07:45:01.010Z,-5.0376,154.9089,79.46,4.9,mb,,80,2.862,0.59,us,us10004bpz,2016-01-06T08:06:38.771Z,"147km NNW of Arawa, Papua New Guinea",earthquake
2016-01-06T07:39:00.520Z,44.305,-110.9938333,11.08,1.56,ml,9,92,0.14,0.27,uu,uu60135167,2016-01-06T20:24:46.350Z,"21km SW of Old Faithful Geyser, Wyoming",earthquake
2016-01-06T07:38:29.590Z,47.6925,-121.4986667,12.195,1.84,ml,15,67,0.1284,0.07,uw,uw61117061,2016-01-06T19:32:52.190Z,"23km SE of Gold Bar, Washington",earthquake
2016-01-06T07:34:11.600Z,44.7166667,-111.1301667,8.76,2.02,ml,17,80,0.058,0.13,uu,uu60135157,2016-01-06T20:21:39.240Z,"6km NNW of West Yellowstone, Montana",earthquake
2016-01-06T07:31:19.030Z,35.7028333,-118.324,9.96,1.35,ml,21,58,0.02392,0.12,ci,ci37510560,2016-01-06T15:43:20.740Z,"11km ESE of Kernville, California",earthquake
2016-01-06T07:21:22.600Z,19.1275,-64.791,12,3,Md,3,320.4,0.78602587,0.17,pr,pr16006022,2016-01-06T12:44:04.848Z,"80km NNW of Road Town, British Virgin Islands",earthquake
2016-01-06T07:15:11.300Z,19.024,-64.7135,63,3.3,Md,5,320.4,0.7051775,0.25,pr,pr16006021,2016-01-06T11:44:54.982Z,"67km N of Road Town, British Virgin Islands",earthquake
2016-01-06T06:55:39.300Z,19.1284,-64.421,39,2.8,Md,3,345.6,0.92167148,0.34,pr,pr16006020,2016-01-06T11:43:02.520Z,"81km NNE of Road Town, British Virgin Islands",earthquake
2016-01-06T06:51:39.320Z,35.689,-97.4135,4.77,3.1,mb_lg,,32,0.107,0.47,us,us10004bps,2016-01-07T05:24:41.554Z,"7km NE of Edmond, Oklahoma",earthquake
2016-01-06T06:29:42.500Z,19.283,-66.417,26,2.7,Md,9,291.6,0.80848376,0.31,pr,pr16006019,2016-01-06T11:42:26.196Z,"90km N of Brenas, Puerto Rico",earthquake
2016-01-06T06:26:38.790Z,34.4475,-117.9386667,9.21,1.17,ml,16,54,0.01391,0.12,ci,ci37510552,2016-01-06T13:48:27.897Z,"7km SSW of Pearblossum, California",earthquake
2016-01-06T06:24:30.000Z,19.0972,-64.4373,48,2.6,Md,3,345.6,0.88843382,0.4,pr,pr16006017,2016-01-06T11:09:28.836Z,"77km NNE of Road Town, British Virgin Islands",earthquake
2016-01-06T06:21:38.500Z,19.1641,-64.676,15,3,Md,4,306,0.74560169,0.2,pr,pr16006018,2016-01-06T11:10:05.500Z,"82km N of Road Town, British Virgin Islands",earthquake
2016-01-06T06:19:25.930Z,36.4705,-98.6764,6.16,3.8,mb_lg,,39,0.238,0.78,us,us10004bpl,2016-01-07T05:19:05.468Z,"28km NW of Fairview, Oklahoma",earthquake
2016-01-06T06:10:03.100Z,19.1755,-64.6362,43,3.2,Md,6,302.4,0.75458484,0.34,pr,pr16006015,2016-01-06T10:57:59.933Z,"84km N of Road Town, British Virgin Islands",earthquake
2016-01-06T06:02:56.780Z,32.3333333,-115.3965,6.38,2.88,ml,12,188,0.1157,0.3,ci,ci37510536,2016-01-07T01:42:16.329Z,"19km W of Delta, B.C., MX",earthquake
2016-01-06T05:58:01.000Z,62.1334,-148.0659,18.7,1.6,ml,,,,0.75,ak,ak12439794,2016-01-06T06:09:18.232Z,"55km NE of Sutton-Alpine, Alaska",earthquake
2016-01-06T05:57:07.000Z,60.2513,-150.8637,70.8,1.8,ml,,,,0.71,ak,ak12439795,2016-01-06T06:03:10.735Z,"27km ESE of Cohoe, Alaska",earthquake
2016-01-06T05:40:53.000Z,59.7994,-150.4059,13.7,1.7,ml,,,,0.39,ak,ak12439791,2016-01-06T05:50:53.101Z,"50km E of Fritz Creek, Alaska",earthquake
2016-01-06T05:39:56.000Z,61.0049,-146.1371,28.8,1.2,ml,,,,1.19,ak,ak12439790,2016-01-06T05:44:46.128Z,"18km SE of Valdez, Alaska",earthquake
2016-01-06T05:25:16.300Z,34.0356667,-117.1,8.94,1.27,ml,43,40,0.07064,0.17,ci,ci37510528,2016-01-06T13:49:28.200Z,"5km SE of Mentone, California",earthquake
2016-01-06T05:11:56.560Z,-4.8415,154.6297,56.75,4.7,mb,,79,2.542,0.86,us,us10004bpf,2016-01-06T06:21:24.256Z,"181km NNW of Arawa, Papua New Guinea",earthquake
2016-01-06T04:58:56.400Z,-54.4724,-136.8092,14.5,5.3,mb,,79,31.413,0.75,us,us10004bph,2016-01-06T05:46:24.089Z,"Pacific-Antarctic Ridge",earthquake
2016-01-06T04:52:56.000Z,60.4789,-143.2179,5.1,2.1,ml,,,,0.84,ak,ak12439702,2016-01-06T05:08:03.774Z,"63km NW of Cape Yakataga, Alaska",earthquake
2016-01-06T04:48:56.000Z,59.9925,-152.0929,46.6,1.9,ml,,,,0.63,ak,ak12439701,2016-01-06T04:55:42.886Z,"28km NNW of Anchor Point, Alaska",earthquake
2016-01-06T04:41:21.900Z,19.0827,-64.472,41,2.7,Md,3,345.6,0.8578911,0.25,pr,pr16006016,2016-01-06T10:58:36.258Z,"75km NNE of Road Town, British Virgin Islands",earthquake
2016-01-06T04:30:27.100Z,19.125,-64.6576,39,3.1,Md,5,298.8,0.7051775,0.4,pr,pr16006014,2016-01-06T10:57:08.403Z,"78km N of Road Town, British Virgin Islands",earthquake
2016-01-06T04:28:46.600Z,19.1608,-64.5815,47,3.2,Md,5,309.6,0.74021179,0.25,pr,pr16006013,2016-01-06T10:55:15.640Z,"82km N of Road Town, British Virgin Islands",earthquake
2016-01-06T04:14:00.800Z,19.1478,-64.67,39,3.3,Md,4,324,0.83543321,0.21,pr,pr16006012,2016-01-06T10:54:39.052Z,"81km N of Road Town, British Virgin Islands",earthquake
2016-01-06T04:10:07.500Z,19.4752,-65.141,62,3.2,Md,4,334.8,1.16870818,0.25,pr,pr16006011,2016-01-06T10:52:31.136Z,"127km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2016-01-06T04:05:20.000Z,17.9183,-66.874,4,2,Md,5,223.2,0.16888327,0.07,pr,pr16006010,2016-01-06T09:45:47.848Z,"6km SSE of Guanica, Puerto Rico",earthquake
2016-01-06T04:01:46.200Z,19.0807,-64.4872,42,2.7,Md,3,342,0.84890794,0.02,pr,pr16006009,2016-01-06T09:52:56.478Z,"74km N of Road Town, British Virgin Islands",earthquake
2016-01-06T04:00:46.000Z,62.2266,-150.9501,67.7,2,ml,,,,0.43,ak,ak12439695,2016-01-06T04:12:25.164Z,"44km WSW of Talkeetna, Alaska",earthquake
2016-01-06T03:54:54.000Z,64.5175,-149.2679,15.7,1.6,ml,,,,0.54,ak,ak12439691,2016-01-06T04:06:18.689Z,"10km SW of North Nenana, Alaska",earthquake
2016-01-06T03:48:21.800Z,19.1707,-64.6061,24,3.1,Md,7,306,0.75009326,0.27,pr,pr16006001,2016-01-06T04:01:50.708Z,"83km N of Road Town, British Virgin Islands",earthquake
2016-01-06T03:40:34.600Z,19.1117,-64.6611,39,3.1,Md,4,342,0.99263839,0.28,pr,pr16006008,2016-01-06T09:52:14.568Z,"77km N of Road Town, British Virgin Islands",earthquake
2016-01-06T03:36:55.000Z,57.59,-153.0018,43.3,2.7,ml,,,,0.94,ak,ak12439689,2016-01-06T03:47:03.210Z,"30km SW of Kodiak Station, Alaska",earthquake
2016-01-06T03:33:18.500Z,19.1114,-64.5535,56,2.8,Md,4,309.6,0.69260108,0.4,pr,pr16006006,2016-01-06T09:52:35.398Z,"77km N of Road Town, British Virgin Islands",earthquake
2016-01-06T03:28:33.200Z,19.2602,-64.6865,19,3.2,Md,5,309.6,0.84082311,0.44,pr,pr16006005,2016-01-06T09:41:50.826Z,"93km N of Road Town, British Virgin Islands",earthquake
2016-01-06T03:24:30.500Z,19.009,-64.3451,56,3.1,Md,3,345.6,0.87136583,0.51,pr,pr16006007,2016-01-06T09:51:53.407Z,"71km NNE of Road Town, British Virgin Islands",earthquake
2016-01-06T03:07:37.100Z,19.2087,-64.674,30,3.3,Md,10,288,0.78961913,0.15,pr,pr16006000,2016-01-06T03:24:20.435Z,"87km N of Road Town, British Virgin Islands",earthquake
2016-01-06T02:42:55.000Z,61.3137,-149.8854,32.9,1.9,ml,,,,0.67,ak,ak12439604,2016-01-06T02:57:36.212Z,"10km N of Anchorage, Alaska",earthquake
2016-01-06T02:40:31.240Z,19.257,-155.1186667,38.835,1.78,md,23,235,0.103,0.06,hv,hv61143821,2016-01-06T19:28:29.830Z,"22km SSE of Volcano, Hawaii",earthquake
2016-01-06T02:40:25.000Z,63.5792,-150.6875,17.2,1.4,ml,,,,0.5,ak,ak12439603,2016-01-06T02:51:20.112Z,"89km WNW of Cantwell, Alaska",earthquake
2016-01-06T02:39:00.000Z,61.5577,-146.2294,31.1,1.8,ml,,,,0.65,ak,ak12439601,2016-01-06T02:51:19.471Z,"47km N of Valdez, Alaska",earthquake
2016-01-06T02:31:26.800Z,18.0571,-67.0739,21,1.2,Md,3,165.6,0.06108544,0.12,pr,pr16006004,2016-01-06T04:32:03.725Z,"1km WNW of Lajas, Puerto Rico",earthquake
2016-01-06T02:30:31.300Z,17.9412,-67.0615,15,1,Md,3,291.6,0.03144103,0.23,pr,pr16006003,2016-01-06T04:31:08.508Z,"4km SSW of La Parguera, Puerto Rico",earthquake
2016-01-06T01:52:34.683Z,37.4103,-117.0899,17.7,1.2,ml,11,122.46,0.396,0.1367,nn,nn00525548,2016-01-06T05:01:29.372Z,"35km SSE of Goldfield, Nevada",earthquake
2016-01-06T01:42:54.950Z,36.7372,-98.0604,6.85,2.5,mb_lg,,79,0.103,0.22,us,us10004bnr,2016-01-06T02:44:00.069Z,"26km E of Cherokee, Oklahoma",earthquake
2016-01-06T01:34:20.740Z,20.1955,-155.5811667,42.036,2.23,md,17,253,0.1971,0.13,hv,hv61143796,2016-01-06T22:56:37.400Z,"16km NW of Honoka'a, Hawaii",earthquake
2016-01-06T01:30:01.450Z,41.308,129.0493,0,5.1,mb,,29,3.332,0.78,us,us10004bnm,2016-01-07T05:10:57.255Z,"22km ENE of Sungjibaegam, North Korea",nuclear explosion
2016-01-06T01:28:22.270Z,2.8562,-75.7601,47.23,4.5,mb,,150,2.442,1.22,us,us10004bnl,2016-01-06T03:24:44.815Z,"16km SW of Santa Maria, Colombia",earthquake
2016-01-06T01:17:05.430Z,35.68,-97.4004,8.32,2.6,mb_lg,,68,0.1,0.43,us,us10004bnk,2016-01-06T20:08:06.476Z,"7km ENE of Edmond, Oklahoma",earthquake
2016-01-06T01:05:48.630Z,38.8063316,-122.7574997,0.1,1.72,md,23,51,0.01805,0.04,nc,nc72574105,2016-01-06T02:24:04.777Z,"3km WSW of Cobb, California",earthquake
2016-01-06T01:00:23.550Z,35.6623,-97.3949,7.33,2.5,mb_lg,,31,0.084,0.3,us,us10004bnf,2016-01-07T05:23:33.846Z,"7km E of Edmond, Oklahoma",earthquake
2016-01-06T00:57:32.370Z,38.7630005,-122.7368317,2.07,1.23,md,15,118,0.01843,0.04,nc,nc72574095,2016-01-06T05:11:04.388Z,"2km SE of The Geysers, California",earthquake
2016-01-06T00:50:08.000Z,60.2876,-143.0769,4.6,1.4,ml,,,,0.61,ak,ak12439518,2016-01-06T01:03:48.263Z,"43km NW of Cape Yakataga, Alaska",earthquake
2016-01-06T00:17:12.740Z,38.8144989,-122.8270035,2.13,1.37,md,24,45,0.005874,0.02,nc,nc72574085,2016-01-06T00:21:33.890Z,"7km NW of The Geysers, California",earthquake
2016-01-06T00:10:21.465Z,39.2719,-120.398,2.5,1.1,ml,7,235.45,0.1,0.1305,nn,nn00525550,2016-01-06T04:48:46.938Z,"19km WSW of Truckee, California",earthquake
2016-01-06T00:03:52.000Z,64.9794,-147.3101,0,1.5,ml,,,,0.48,ak,ak12439510,2016-01-06T00:18:26.322Z,"22km NNE of Badger, Alaska",earthquake
2016-01-05T23:59:13.000Z,60.7503,-140.5735,26.4,1.2,ml,,,,0.41,ak,ak12439509,2016-01-06T00:05:57.956Z,"127km NE of Cape Yakataga, Alaska",earthquake
2016-01-05T23:40:03.090Z,37.636,-119.0501667,-0.71,1.16,md,11,79,0.01567,0.03,nc,nc72574065,2016-01-06T21:54:04.116Z,"7km WSW of Mammoth Lakes, California",earthquake
2016-01-05T23:39:34.590Z,38.7568321,-122.7164993,1.04,1.12,md,11,166,0.01642,0.03,nc,nc72574060,2016-01-06T03:40:06.159Z,"4km ESE of The Geysers, California",earthquake
2016-01-05T23:38:26.810Z,38.7596664,-122.7158356,0.88,2.71,md,32,43,0.01362,0.07,nc,nc72574055,2016-01-06T03:11:04.902Z,"4km ESE of The Geysers, California",earthquake
2016-01-05T23:34:27.000Z,63.3072,-150.3927,100,1.8,ml,,,,0.96,ak,ak12439436,2016-01-05T23:49:50.235Z,"72km W of Cantwell, Alaska",earthquake
2016-01-05T23:30:59.730Z,38.8186684,-122.7791672,0.01,1.17,md,18,51,0.00553,0.04,nc,nc72574050,2016-01-06T02:28:03.786Z,"4km W of Cobb, California",earthquake
2016-01-05T23:18:23.682Z,41.8935,-119.6262,9.3,1.2,ml,5,217.97,0.139,0.0802,nn,nn00525543,2016-01-06T00:40:58.765Z,"68km ESE of Lakeview, Oregon",earthquake
2016-01-05T23:17:47.000Z,60.0209,-152.7356,99.4,2.1,ml,,,,0.3,ak,ak12439434,2016-01-05T23:37:31.289Z,"51km S of Redoubt Volcano, Alaska",earthquake
2016-01-05T23:17:36.060Z,41.8831,-119.62,8.2,1.9,ml,5,207.06,0.148,0.0746,nn,nn00525542,2016-01-06T00:37:54.531Z,"69km ESE of Lakeview, Oregon",earthquake
